기업명,분기라벨,ROE,ROA,영업이익률,순이익률,EPS,부채비율,유동비율,유동자산,자기자본비율,매출액,매출액 성장률,당기순이익,순이익 성장률,수익성점수,안정성점수,성장성점수
동진쎄미켐,2024_Q3,3.49,1.86,17.21,9.26,647.57,87.63,144.09,880378661784,53.3,359409001319,1.1239014401082992,33294726717,-22.841048145677355,135.87800000000001,11.064999999999998,-10.858573352784529
동진쎄미켐,2024_Q4,14.06,7.11,14.79,10.19,2790.74,97.66,149.84,1082970678911,50.59,1408144175958,291.79435428445936,143484559745,330.9528081266335,567.3779999999999,2.555000000000007,311.37358120554643
동진쎄미켐,2025_Q1,3.46,1.8,15.88,9.81,702.4,92.57,151.57,1067355377703,51.93,368107777993,-73.85865848981223,36113430645,-74.83113813139155,146.67000000000002,9.180000000000007,-74.34489831060189
솔브레인,2022_Q1,7.11,5.82,0.0,17.31,6266.74,22.12,274.41,401905227375,81.88,281590931083,-72.49855903748298,48746273323,-67.97659984437998,1259.396,156.025,-70.23757944093148
솔브레인,2022_Q2,6.76,5.84,0.0,18.27,6406.54,15.75,361.95,401299776358,86.4,272792983765,-3.1243716848987524,49833692248,2.230773453787127,1287.482,208.425,-0.44679911555581264
솔브레인,2022_Q3,6.2,5.4,0.0,17.7,11409.679999999998,14.74,388.14,430315985484,87.15,276182155970,1.2423971314158289,48871523232,-1.930760039235535,2287.7959999999994,222.90499999999997,-0.3441814539098531
솔브레인,2022_Q4,20.98,17.93,0.0,15.37,21555.76,16.97,359.63,458877300878,85.49,1090867446512,294.98114665688047,167672934020,243.089232606958,4322.008,205.59,269.03518963191925
솔브레인,2023_Q1,5.51,4.77,0.0,18.76,10548.43,15.69,408.39,495230823993,86.44,242991382767,-77.72493958418558,45586529864,-72.81223106732155,2115.494,231.725,-75.26858532575356
솔브레인,2023_Q2,3.82,3.44,0.0,15.16,4261.45,11.27,534.9,476467897149,89.87,218683520665,-10.00359017887822,33147986315,-27.285567877415485,856.774,301.115,-18.64457902814685
솔브레인,2023_Q3,3.18,2.89,0.0,15.21,10548.43,9.79,629.95,497494021959,91.08,187371536774,-14.31840122007485,28495850032,-14.034446131332068,2113.942,350.725,-14.17642367570346
솔브레인,2023_Q4,14.25,13.16,15.82,15.52,16835.41,8.34,485.22,345056035617,92.3,844029122465,350.45749050082986,130955384417,359.5594946981437,3378.832,280.42,355.0084925994868
솔브레인,2024_Q1,4.84,4.29,21.85,21.91,10521.27,12.75,363.26,420870962586,88.69,210709760712,-75.03524995717933,46171531804,-64.74254799865547,2114.832,213.225,-69.88889897791739
솔브레인,2024_Q2,4.4,4.01,21.16,20.38,5665.43,9.77,470.2,433216794791,91.1,216280346684,2.6437246918114665,44068952904,-4.553842633866967,1143.076,270.88,-0.9550589710277504
솔브레인,2024_Q3,2.9,2.63,18.06,13.55,10521.27,10.25,478.17,474400572603,90.71,219902841661,1.6749071436863885,29798788652,-32.38144614664702,2111.682,274.19,-15.353269501480316
솔브레인,2024_Q4,11.53,10.24,19.45,13.85,15377.11,12.62,421.51,521491176326,88.8,863356156458,292.6080035786628,119611878137,301.3984579503101,3086.436,242.535,297.0032307644865
솔브레인,2025_Q1,3.06,2.51,17.21,15.75,4241.34,21.96,420.05,577155747406,81.99,209470158720,-75.73768865222772,32991580776,-72.41780558097048,855.9739999999999,229.06,-74.0777471165991
유진테크,2022_Q1,7.45,6.05,28.34,21.53,1076.45,23.17,403.81,270684999912,81.19,114555113485,-64.70621245471034,24667933492,-60.96461292048427,227.96400000000003,219.32999999999998,-62.835412687597305
유진테크,2022_Q2,2.41,2.0,7.91,10.77,358.38,20.06,458.23,266598082905,83.29,76234314338,-33.45184512607355,8212589148,-66.70742950290747,76.294,250.7,-50.07963731449051
유진테크,2022_Q3,3.15,2.71,21.8,17.9,487.85,16.18,555.27,263397885980,86.07,62464128825,-18.06297548889486,11179690397,36.128694563060826,106.68200000000002,304.48999999999995,9.032859537082983
유진테크,2022_Q4,12.29,9.81,17.27,13.71,1858.75,25.18,383.27,297304073244,79.88,310632917779,397.2980871137604,42595162228,281.0048464260705,382.366,206.39499999999998,339.1514667699155
유진테크,2023_Q1,3.08,2.38,12.56,13.98,473.1,29.07,345.47,319308602854,77.48,77541283543,-75.03764762040873,10841544089,-74.54747553027678,101.02000000000001,182.40500000000003,-74.79256157534276
유진테크,2023_Q2,2.26,1.87,10.94,10.45,355.91,20.83,471.21,304771720269,82.76,78059889446,0.6688126367065061,8156057197,-24.770335940659383,76.286,256.15500000000003,-12.050761651976439
유진테크,2023_Q3,0.48,0.41,1.43,3.51,76.97,17.66,555.22,296536868148,84.99,50287317840,-35.57854335063133,1763913452,-78.37296368337374,16.56,302.445,-56.97575351700253
유진테크,2023_Q4,6.89,5.81,8.8,9.18,1108.26,18.59,528.36,299911803748,84.32,276533350776,449.9067412102805,25397015593,1339.8107551254163,227.788,287.75000000000006,894.8587481678484
유진테크,2024_Q1,1.72,1.34,5.81,9.41,280.78,27.86,394.61,333090366094,78.21,68404513182,-75.26355754557444,6434343900,-74.66496062721065,59.81199999999999,208.55,-74.96425908639254
유진테크,2024_Q2,3.17,2.56,12.74,15.83,536.82,23.86,465.65,335228270128,80.73,77715635784,13.61185420211446,12301770800,91.18920267845805,114.224,249.32999999999998,52.40052844028625
유진테크,2024_Q3,2.67,2.12,20.34,13.71,463.29,26.04,426.1,358109882398,79.34,77441971743,-0.3521351118590976,10616829647,-13.696736676316556,100.426,226.68000000000004,-7.024435894087826
유진테크,2024_Q4,15.02,12.13,18.1,19.36,2855.65,23.81,469.26,391289214675,80.77,338067812312,336.5433946257418,65440277257,516.3824741738366,584.052,251.20499999999998,426.4629343997892
유진테크,2025_Q1,1.85,1.43,11.07,9.77,354.46,28.92,393.69,420348203851,77.56,83153710266,-75.40324537336961,8122731230,-87.58756599074292,75.716,206.70499999999998,-81.49540568205626
디아이,2022_Q1,3.22,1.75,9.15,9.02,158.16,84.3,177.67,156229950946,54.26,55247776773,-75.6152975766148,4981641481,-67.09486997307023,36.260000000000005,31.664999999999992,-71.35508377484251
디아이,2022_Q2,2.85,1.54,9.1,7.52,144.03,84.99,166.24,164318388728,54.06,60315751521,9.173174096802317,4536483175,-8.93597637842537,33.007999999999996,25.16000000000001,0.11859885918847368
디아이,2022_Q3,2.91,1.7,7.8,7.21,151.41,71.68,187.21,151215498969,58.25,66173020677,9.711010819388832,4769050081,5.126590290947131,34.206,51.05,7.418800555167982
디아이,2022_Q4,9.28,5.52,4.83,6.56,535.88,68.07,178.0,132045534034,59.5,231004368333,249.09146653674077,15165290080,217.99393636940087,112.41399999999999,50.68000000000001,233.54270145307083
디아이,2023_Q1,0.33,0.19,2.21,1.38,19.07,72.69,167.84,135601865768,57.91,39216899579,-83.02330823351893,539659474,-96.44148268082454,4.636,40.185,-89.73239545717173
디아이,2023_Q2,2.34,1.33,8.63,5.98,136.41,75.21,150.35,146294940013,57.07,64507426933,64.48884951512754,3860443130,615.3479770096652,30.938,28.5,339.91841326239637
디아이,2023_Q3,0.17,0.1,4.57,0.49,9.9,75.46,156.87,148666870279,56.99,57680706789,-10.582843664017949,280211247,-92.7414745519124,3.0460000000000003,31.470000000000013,-51.662159107965174
디아이,2023_Q4,1.22,0.7,2.86,0.91,69.28,74.01,159.95,138996290352,57.47,214541934868,271.9474791680504,1960664847,599.7095469904532,14.994,34.69999999999999,435.8285130792518
디아이,2024_Q1,0.83,0.45,5.29,3.74,45.95,82.35,132.04,141883979754,54.84,34732575950,-83.81082189299276,1300513509,-33.66976967073659,11.252,11.090000000000003,-58.740295781864674
디아이,2024_Q2,0.57,0.3,2.05,1.98,32.21,86.73,170.8,158113650249,53.55,46133634199,32.82525967959482,911651997,-29.90061305084068,7.422,25.445000000000007,1.4623233143770715
디아이,2024_Q3,1.58,0.85,3.24,4.67,89.54,86.07,160.88,155393471352,53.74,54268042747,17.632273479500384,2534102996,177.9682383561981,19.976000000000003,21.24000000000001,97.80025591784924
디아이,2024_Q4,1.65,0.87,1.44,1.3,97.92,90.54,163.95,173173365346,52.48,213957402579,294.26040031787915,2771028466,9.34948067911916,20.636000000000003,17.674999999999983,151.80494049849915
디아이,2025_Q1,4.24,2.06,9.02,6.65,258.5,106.02,152.52,211796299320,48.54,110044899084,-48.56691203130124,7315443445,163.9974123239483,56.09400000000001,-5.489999999999995,57.715250146323534
네온테크,2022_Q1,0.22,0.11,2.75,0.74,2.01,105.84,133.62,40822671001,48.58,11011105837,-77.92502085036419,81943794,-98.16321854983715,1.166,-14.740000000000009,-88.04411970010068
네온테크,2022_Q2,3.29,1.59,8.91,9.62,31.25,106.13,119.69,43281754152,48.51,13343730830,21.18429363526606,1284136902,1467.094760098611,10.931999999999999,-22.03,744.1395268669386
네온테크,2022_Q3,2.15,1.05,12.22,6.96,20.85,105.25,119.58,44501439585,48.72,12482410951,-6.454865509303742,869042828,-32.32475239622076,8.646,-21.099999999999994,-19.38980895276225
네온테크,2022_Q4,17.87,8.9,7.11,15.23,193.21,100.84,112.54,40350057962,49.79,52890474671,323.7200239490817,8054815074,826.8605429420793,48.464,-19.674999999999997,575.2902834455805
네온테크,2023_Q1,0.93,0.51,2.67,3.26,9.97,83.05,114.14,31514749114,54.63,12744912235,-75.90319936760169,415431161,-94.84244942703944,3.468,1.335000000000008,-85.37282439732056
네온테크,2023_Q2,0.83,0.25,22.21,4.62,11.62,229.03,95.19,118090716372,30.39,10501038004,-17.606039097216275,484693170,16.67231914747964,7.906000000000001,-166.24,-0.4668599748683171
네온테크,2023_Q3,2.87,0.83,9.49,5.62,40.38,245.37,97.7,132020034771,28.95,29974391052,185.4421728650283,1684541970,247.5481137891834,11.838000000000001,-182.04500000000002,216.49514332710584
네온테크,2023_Q4,6.09,2.04,2.5,3.87,80.58,198.3,96.95,96653765513,33.52,86754563129,189.42894278818528,3361475164,99.54831781365472,19.016,-133.065,144.48863030092
네온테크,2024_Q1,6.41,2.52,8.61,8.25,89.93,154.88,98.98,80423458359,39.23,45444417020,-47.61726025589424,3751140325,11.592088056254337,23.144,-85.77499999999999,-18.01258609981995
네온테크,2024_Q2,1.07,0.44,4.36,2.72,15.48,144.67,110.04,80261959583,40.87,24292620436,-46.54432374980437,659757184,-82.41182342332128,4.814,-69.21499999999999,-64.47807358656283
네온테크,2024_Q3,1.34,0.54,4.65,4.82,19.28,149.27,107.52,79284141259,40.12,17028740320,-29.90159145299709,821392109,24.499153464314528,6.126,-75.45000000000002,-2.7012189943412803
네온테크,2024_Q4,0.44,0.18,3.47,0.25,6.05,139.61,106.64,70920905593,41.73,104451927574,513.3861084916703,260684931,-68.26303440906321,2.0780000000000003,-65.42500000000001,222.56153704130352
네온테크,2025_Q1,5.7,2.21,41.63,43.07,75.91,157.69,104.02,75997268575,38.81,7593535118,-92.73011490130683,3270799267,1154.6944138478032,33.704,-86.275,530.9821494732481
미코,2022_Q1,3.08,1.61,20.0,12.01,358.48,91.01,157.31,314682756659,52.35,99708251684,-72.7193449864199,11979150290,-45.07901683153069,79.036,13.819999999999993,-58.899180908975296
미코,2022_Q2,1.08,0.58,18.7,4.44,138.61,86.57,141.28,290999147629,53.6,104352506048,4.657843544101836,4631792130,-61.3345519684602,32.682,10.870000000000005,-28.33835421217918
미코,2022_Q3,1.82,0.98,19.44,7.36,239.89,86.47,149.86,317016972973,53.63,108880364985,4.339003545269216,8016488559,73.07530938354093,53.898,15.275000000000006,38.707156464405074
미코,2022_Q4,8.3,4.27,15.49,7.53,934.44,94.3,159.83,302343352339,51.47,414832269255,280.9982353679194,31225946867,289.52150479829555,194.00600000000003,11.350000000000009,285.25987008310744
미코,2023_Q1,2.39,1.25,7.25,9.45,274.99,91.29,159.66,301245118631,52.28,97213472056,-76.5655954801717,9189112962,-70.57218792711397,59.065999999999995,14.679999999999993,-73.56889170364283
미코,2023_Q2,0.67,0.31,9.1,2.65,77.3,117.35,186.68,389206760377,46.01,97476112787,0.2701690675636969,2583112028,-71.88943003876417,18.006,-1.0049999999999955,-35.80963048560024
미코,2023_Q3,6.34,2.73,5.81,24.31,691.51,131.98,154.81,393840447507,43.11,95047155389,-2.491848852556977,23108104094,794.5838911946718,146.14000000000001,-33.01999999999998,396.0460211710574
미코,2023_Q4,0.56,0.24,5.45,0.53,60.95,127.79,136.62,371223182196,43.9,387340942797,307.52502398596533,2036721583,-91.18611559513948,13.546000000000001,-37.53,108.16945419541292
미코,2024_Q1,3.59,1.61,18.79,11.05,407.86,123.54,136.29,379966618311,44.74,123396997929,-68.1425368983855,13629201360,569.1735126567861,88.58000000000001,-33.025000000000006,250.5154878792003
미코,2024_Q2,5.11,2.33,24.54,14.35,610.63,119.84,138.42,394739218105,45.49,142217504088,15.25199678668756,20405256105,49.71718126409719,131.392,-27.885000000000005,32.484589025392374
미코,2024_Q3,5.12,2.16,19.61,15.75,649.79,137.1,121.13,423802858107,42.18,137838727403,-3.078929498221638,21713926651,6.413399269609421,138.486,-55.44499999999999,1.6672348856938914
미코,2024_Q4,14.36,5.49,17.51,14.16,2289.7,161.36,97.82,596219133792,38.26,540504643904,292.12828940572194,76514280786,252.3742251495367,468.24399999999997,-93.32000000000002,272.2512572776293
미코,2025_Q1,4.7,1.71,16.42,11.77,757.0,174.61,104.24,644495281792,36.41,214911197352,-60.23878799639495,25296513981,-66.93883322023126,158.32,-104.28500000000003,-63.5888106083131
네오셈,2022_Q1,2.99,1.72,13.32,15.83,41.45,74.33,189.62,60285799523,57.36,9866179680,-73.46120949870752,1561763429,-72.32977950223278,15.062000000000001,49.16000000000001,-72.89549450047015
네오셈,2022_Q2,0.63,0.36,15.04,4.56,9.17,73.92,198.42,68654749544,57.5,7732064890,-21.630609407267556,352621274,-77.42159488100037,5.952,54.03999999999999,-49.526102144133965
네오셈,2022_Q3,8.4,3.58,11.17,20.58,131.4,134.92,147.93,110065785747,42.57,24553732247,217.5572450091013,5052959692,1332.9707435632486,35.025999999999996,-39.66999999999999,775.2639942861749
네오셈,2022_Q4,16.05,7.64,11.2,13.39,260.01,110.04,154.39,100361630938,47.61,74673208045,204.1216190427573,9998738550,97.87885040583856,61.657999999999994,-9.040000000000006,151.0002347242979
네오셈,2023_Q1,1.39,0.71,1.86,3.96,22.22,94.78,159.86,87648647407,51.34,21593326679,-71.08289941690022,854509476,-91.45382718303,6.0280000000000005,10.820000000000007,-81.2683632999651
네오셈,2023_Q2,7.63,4.21,14.89,14.98,132.59,81.12,175.12,89240348546,55.21,34047822747,57.67752349207165,5098736173,496.6857379823837,34.86,34.045,277.1816307372277
네오셈,2023_Q3,1.73,1.35,2.48,6.79,33.43,28.22,352.26,68252461936,77.99,20422495332,-40.0182047358683,1387490077,-72.78756872443496,9.156,186.905,-56.402886730151636
네오셈,2023_Q4,9.54,7.78,8.01,8.21,190.62,22.62,430.08,71123778819,81.55,100931226581,394.215936594442,8281863319,496.89531884126046,44.832,233.195,445.5556277178512
네오셈,2024_Q1,3.54,3.03,9.13,12.49,81.1,16.84,616.73,80392349461,85.59,28454272220,-71.80825678645182,3554503644,-57.08087048665287,21.857999999999997,334.32000000000005,-64.44456363655235
네오셈,2024_Q2,0.32,0.27,15.65,3.18,7.21,20.12,491.61,79529417592,83.25,9948872690,-65.03557492850894,316318875,-91.10089884043455,5.3260000000000005,267.31,-78.06823688447174
네오셈,2024_Q3,7.72,6.09,31.51,24.8,175.43999999999997,26.75,383.65,96484202753,78.89,33200710375,233.71329003306403,8232945742,2502.7361604646576,49.111999999999995,204.51999999999998,1368.2247252488608
네오셈,2024_Q4,16.58,13.54,15.65,18.26,438.01,22.44,444.25,99134188693,81.67,105237088617,216.97240037443024,19215187089,133.39382635518407,100.40799999999999,240.51999999999998,175.18311336480716
네오셈,2025_Q1,1.53,1.29,10.24,11.83,40.13,18.15,520.23,92984479754,84.64,14875063137,-85.86518941897346,1760337764,-90.8388205857869,13.004000000000001,284.285,-88.35200500238018
신성이엔지,2022_Q1,2.77,1.02,2.08,3.56,23.88,154.11,110.95,255126924561,36.96,137902788526,-69.6599339322876,4915613697,-69.00959833311857,6.662000000000001,-80.15500000000002,-69.3347661327031
신성이엔지,2022_Q2,5.99,1.99,5.82,5.49,46.97,181.18,111.87,280743057740,33.25,176109772013,27.705736697120177,9668885478,96.69742323122183,13.251999999999999,-108.62,62.201579964171
신성이엔지,2022_Q3,3.78,1.25,5.02,3.96,29.96,181.17,112.86,295043473405,33.04,155643047460,-11.621572340397556,6166685165,-36.221344445217554,8.794,-108.21999999999998,-23.921458392807555
신성이엔지,2022_Q4,21.92,5.93,3.17,5.16,166.49,234.31,97.6,250730389825,27.07,664143679914,326.7095066258477,34271583029,455.7537333592739,40.534000000000006,-171.97500000000002,391.2316199925608
신성이엔지,2023_Q1,8.29,2.86,3.52,13.15,77.5,167.71,107.23,241043295676,34.5,121322603056,-81.7324764617635,15954026932,-53.44823459569992,21.064,-96.845,-67.5903555287317
신성이엔지,2023_Q2,0.3,0.1,1.46,0.36,2.73,180.23,99.85,251886923720,33.16,156987394399,29.396658532407077,562851927,-96.4720385053942,0.9899999999999999,-113.725,-33.53768998649356
신성이엔지,2023_Q3,0.26,0.1,2.49,0.46,2.87,154.13,104.33,255222083392,39.35,129467778098,-17.529825503731843,590842477,4.972986438758342,1.236,-82.28999999999999,-6.27841953248675
신성이엔지,2023_Q4,6.29,2.6,1.28,2.65,74.13,142.27,103.73,258486007558,41.28,576519652360,345.2997192271318,15258873765,2482.562080247998,17.389999999999997,-69.76500000000001,1413.930899737565
신성이엔지,2024_Q1,1.37,0.58,3.81,2.68,17.47,135.15,104.12,268817902573,42.53,134099878453,-76.73975589486703,3596630447,-76.42925354524027,5.1819999999999995,-61.825,-76.58450472005364
신성이엔지,2024_Q2,2.5,1.05,1.76,4.33,30.53,139.04,112.62,258096303651,41.83,145278031605,8.33569223250099,6285119588,74.75021914588157,8.034,-61.815,41.54295568919128
신성이엔지,2024_Q3,4.07,1.66,2.74,6.74,46.58,145.01,102.41,238579750326,40.81,142156716347,-2.148511528905228,9588434118,52.557703695995286,12.358,-73.39999999999999,25.204596083545027
신성이엔지,2024_Q4,5.88,2.31,0.86,2.4,67.82,154.8,82.3,266270817626,39.25,582301298381,309.6192662185732,13960189121,45.59404538008008,15.854,-94.025,177.60665579932666
신성이엔지,2025_Q1,3.07,1.18,4.5,5.95,33.61,161.29,78.9,253455836603,38.27,116300790391,-80.02738604321223,6917610463,-50.44758775800542,9.662,-102.70499999999998,-65.23748690060883
칩스앤미디어,2022_Q1,2.71,2.0,21.09,20.09,105.36,35.44,326.76,32569768134,73.83,5055793590,-74.69517950413402,1015691637,-83.79625113210828,30.25,164.855,-79.24571531812114
칩스앤미디어,2022_Q2,4.54,3.58,31.29,29.37,186.46,26.76,406.01,29364187182,78.89,6120463382,21.058410970452623,1797526087,76.97557226219438,51.048,215.69,49.0169916163235
칩스앤미디어,2022_Q3,4.36,3.46,27.39,29.16,174.69,25.95,378.72,29552905004,79.4,5774402033,-5.654169094741269,1684087725,-6.310804767753009,47.812,203.11,-5.982486931247139
칩스앤미디어,2022_Q4,23.74,15.8,30.31,41.35,1033.46,50.28,219.72,41483820634,66.54,24092742406,317.2335467519049,9962898287,491.5902205747625,228.93200000000002,92.85,404.4118836633337
칩스앤미디어,2023_Q1,5.41,3.81,23.96,35.36,237.94,41.98,242.59,38082501921,70.43,6486814773,-73.07564799520482,2293779628,-76.9767836434402,61.29600000000001,114.53,-75.02621581932252
칩스앤미디어,2023_Q2,34.14,18.01,27.66,160.11,1128.11,89.6,145.78,38203907621,52.74,6792366801,4.710355369969799,10875369622,374.12443153845993,273.606,9.66000000000001,189.41739345421487
칩스앤미디어,2023_Q3,7.25,4.43,29.04,46.61,336.18,63.63,189.89,51212962397,61.12,6953058606,2.365770425948477,3240861131,-70.19999095530511,84.702,61.87499999999999,-33.917110264678314
칩스앤미디어,2023_Q4,37.89,34.23,28.12,96.64,1282.13,10.68,1008.62,53655235044,90.35,27627400828,297.3416936851287,26697996137,723.793277707091,295.802,538.8050000000001,510.5674856961098
칩스앤미디어,2024_Q1,1.11,1.03,0.19,16.16,38.09,7.18,1692.67,51892049662,93.3,4908998591,-82.23141358261688,793173022,-97.02909155455018,11.316,885.8050000000001,-89.63025256858353
칩스앤미디어,2024_Q2,1.85,1.71,10.39,20.6,59.86,8.13,1397.29,47780227178,92.48,6049940785,23.24185213847416,1246488726,57.15218387747938,18.881999999999998,736.755,40.19701800797677
칩스앤미디어,2024_Q3,2.54,2.33,24.54,23.93,80.8,8.73,1260.37,44888696613,91.97,7029789735,16.19600893333373,1682416121,34.97242982685429,26.827999999999996,667.4399999999999,25.58421938009401
칩스앤미디어,2024_Q4,13.21,11.92,19.51,36.97,480.67,10.82,1046.19,51900686779,90.24,27075424194,285.15268898010646,10009046321,494.9209708624755,112.45599999999999,557.395,390.036829921291
칩스앤미디어,2025_Q1,0.9,0.81,3.78,12.77,32.94,12.03,879.63,48860933963,89.26,5369889309,-80.16692454927453,685855094,-93.1476479176542,10.239999999999998,472.415,-86.65728623346436
해성디에스,2022_Q1,12.28,7.68,24.21,19.92,2339.14,59.92,171.57,295014861959,62.53,199624482801,-69.54032606128679,39765400258,-44.0331028253278,480.646,57.129999999999995,-56.7867144433073
해성디에스,2022_Q2,12.39,7.67,25.01,21.19,2694.76,61.61,174.4,361642668184,61.88,216236389829,8.321577992294626,45810976733,15.203107313835606,552.2040000000001,56.53,11.762342653065115
해성디에스,2022_Q3,12.22,8.05,25.59,22.94,3026.83,51.77,197.68,393533071965,65.89,224318564805,3.737657191923805,51456116495,12.322679332731878,619.126,80.01499999999999,8.030168262327841
해성디에스,2022_Q4,35.64,24.17,24.35,18.99,9376.44,47.47,189.0,371321312772,67.81,839357973218,274.18123370558,159399505537,209.77756658431247,1895.9180000000001,80.935,241.97940014494623
해성디에스,2023_Q1,5.94,4.06,16.16,14.17,1604.15,46.22,200.75,376501506063,68.39,192397438167,-77.07802340527358,27270477777,-82.89174255269572,328.896,88.35,-79.98488297898464
해성디에스,2023_Q2,6.01,4.42,19.93,16.41,1729.64,35.87,234.05,357062611822,73.6,179219582100,-6.849288739261528,29403864076,7.823061687607491,355.28200000000004,117.95499999999998,0.4868864741729815
해성디에스,2023_Q3,3.39,2.52,12.45,11.04,1009.76,34.61,236.69,360721685825,74.29,155486874870,-13.24225118255088,17165938781,-41.620126060196384,207.83200000000002,120.88000000000001,-27.431188621373632
해성디에스,2023_Q4,16.39,12.26,15.25,12.56,4966.26,33.72,261.05,343852744816,74.78,672245278175,332.3485688017417,84426426250,391.82527869344847,1004.5440000000001,134.19500000000002,362.08692374759505
해성디에스,2024_Q1,3.75,2.73,13.48,12.59,1147.08,37.62,227.58,356005401381,72.66,154904425555,-76.95715677237156,19500278638,-76.90263640882229,235.926,112.5,-76.92989659059693
해성디에스,2024_Q2,3.88,2.9,11.73,13.68,1234.58,33.79,240.02,345963959147,74.74,153470183276,-0.9258885108422988,20987896919,7.6287026899251265,253.35399999999998,123.59,3.351407089541414
해성디에스,2024_Q3,1.09,0.83,7.84,3.99,350.54,31.78,241.79,308478658440,75.88,149422700483,-2.637308893885293,5959217539,-71.6064093415419,72.858,127.05499999999998,-37.1218591177136
해성디에스,2024_Q4,10.55,7.39,9.43,9.73,3452.77,42.77,159.74,321749298601,70.04,602993604010,303.5488597521387,58697149418,884.9808139048034,697.9739999999999,72.12,594.2648368284711
해성디에스,2025_Q1,0.11,0.07,0.26,0.42,34.15,43.89,186.43,291188400552,69.5,137478273534,-77.20070783176665,580608995,-99.01083953691634,7.002,84.075,-88.1057736843415
SFA반도체,2022_Q1,3.76,2.52,12.91,9.66,102.33,49.23,280.46,261009986438,67.01,174290153247,-72.8142636795901,16829939003,-69.4552607376893,26.236,124.505,-71.1347622086397
SFA반도체,2022_Q2,3.74,2.54,11.35,9.6,108.76,47.36,278.91,279131782296,67.86,186368159928,6.929827334469851,17886296933,6.276659290397313,27.198,126.02500000000002,6.603243312433582
SFA반도체,2022_Q3,3.09,2.17,8.84,8.76,97.28,42.69,309.13,291031255791,70.08,182669239039,-1.9847386433546443,15999154828,-10.550770302366196,24.028,146.915,-6.26775447286042
SFA반도체,2022_Q4,9.39,6.73,8.99,6.5,276.33,39.46,304.74,271876331548,71.7,699412110637,282.8844496843144,45445008142,184.04630513648775,61.588,148.76,233.46537741040106
SFA반도체,2023_Q1,0.27,0.2,0.88,1.13,8.03,37.53,326.63,271161924794,72.71,117200207676,-83.2430399912209,1321039112,-97.09310402614032,2.102,162.14,-90.16807200868061
SFA반도체,2023_Q2,0.51,0.38,0.64,1.98,15.36,35.06,345.52,255587229685,74.04,127678630186,8.94061769836416,2526142098,91.22386877520398,3.7739999999999996,174.72,50.08224323678407
SFA반도체,2023_Q3,1.88,1.45,11.24,9.6,55.92,29.93,402.79,192147531559,76.97,95797469890,-24.96984832117645,9196070397,264.03614841305733,16.018,209.95,119.53315004594045
SFA반도체,2023_Q4,2.99,2.3,3.82,3.21,85.39,29.72,374.92,182721303416,77.09,437586077155,356.78249922201576,14043612067,52.71318574922388,19.542,196.285,204.74784248561983
SFA반도체,2024_Q1,3.56,2.71,2.02,14.39,65.245,31.18,279.09,156835726884,76.23,122062971879,-72.10538034651333,17560138111,25.04003975062237,17.585,146.48,-23.53267029794548
SFA반도체,2024_Q2,0.2,0.15,0.43,0.9,6.09,29.28,446.61,218882055020,77.35,111350986982,-8.775785753945675,1002380172,-94.29172956577096,1.5539999999999998,232.70000000000002,-51.53375765985832
SFA반도체,2024_Q3,2.31,1.83,0.27,12.11,65.245,25.84,239.98,234313477216,79.47,95086984023,-14.60606986952805,11514478494,1048.7137131838635,16.353,133.885,517.0538216571678
SFA반도체,2024_Q4,4.11,3.28,0.01,5.11,124.4,25.22,240.95,220511034740,79.86,400482861805,321.1752701170222,20458863208,77.67945998301849,27.381999999999998,135.185,199.42736505002034
SFA반도체,2025_Q1,1.19,0.95,7.99,7.78,35.61,25.79,244.63,226394822907,79.5,75259068618,-81.20791779233625,5857036960,-71.37164024973914,10.703999999999999,136.275,-76.2897790210377
에이팩트,2022_Q1,1.04,0.65,7.39,6.16,40.42,60.23,86.64,23168236096,62.41,12120425556,-74.33043120721857,746843254,-71.97762428226027,11.132000000000001,14.295000000000009,-73.15402774473941
에이팩트,2022_Q2,1.82,1.17,9.52,11.67,71.78,55.77,92.06,23225414415,64.2,11367753684,-6.209945917512805,1326236453,77.57895594515205,19.192,22.359999999999992,35.68450501381962
에이팩트,2022_Q3,1.23,0.8,9.14,6.76,49.33,54.57,106.82,26228960038,64.7,13483120797,18.60848828891637,911419779,-31.277731287031663,13.451999999999998,31.18999999999999,-6.334621499057647
에이팩트,2022_Q4,2.69,1.44,6.23,4.2,72.94,86.58,88.32,37753742043,53.6,73646384263,446.2117070061877,3089968502,239.02802783041204,17.5,-15.620000000000005,342.61986741829986
에이팩트,2023_Q1,2.57,1.36,8.61,8.43,67.84,88.33,77.99,35047335743,53.1,34105220904,-53.69056981506899,2873814892,-6.995333766674106,17.762,-22.784999999999997,-30.34295179087155
에이팩트,2023_Q2,6.09,3.0,29.23,28.5,151.7,102.8,57.97,41882496369,49.31,22550065258,-33.88089957993723,6426407447,123.61939402880648,43.70399999999999,-49.16,44.86924722443463
에이팩트,2023_Q3,4.19,2.02,43.34,25.43,100.22,108.06,51.8,39137176572,48.06,16695214341,-25.96378702240295,4245676090,-33.93391058666872,35.04,-58.13,-29.948848804535835
에이팩트,2023_Q4,16.98,7.95,24.41,17.77,393.15,113.61,42.59,34333961770,46.82,93742317670,461.4921483205413,16654612063,292.2723191773209,92.05199999999999,-68.905,376.88223374893107
